index,Error
0,145253170
1,145253222
2,145253272
3,145253328
4,145253401
5,145253449
6,145253527
7,145253582
8,145253638
9,145253700
10,145253758
11,145253808
12,145253880
13,145253938
14,145253977
15,145254067
16,145254102
17,145254174
18,145254223
19,145254300
20,145254349
21,145254441
22,145254489
23,145254537
24,145254594
25,145254658
26,145254727
27,145254789
28,145254832
29,145254901
30,145254970
31,145255030
32,145255083
33,145255133
34,145255199
35,145255257
36,145255306
37,145255435
38,145255469
39,145255560
40,145255619
41,145255680
42,145255739
43,145255805
44,145255842
45,145255928
46,145255971
47,145256045
48,145256087
49,145256150
50,145256224
51,145256264
52,145256333
53,145256386
54,145256465
55,145256520
56,145256575
57,145256630
58,145256708
59,145256747
60,145256830
61,145256875
62,145256930
63,145256938
64,145256943
66,145256990
67,145257064
68,145257126
69,145257173
70,145257247
71,145257303
72,145257339
73,145257408
74,145257462
75,145257528
76,145257603
77,145257673
78,145257716
79,145257780
80,145257838
81,145257896
82,145257951
83,145258025
84,145258079
85,145258148
86,145258202
87,145258260
88,145258352
89,145258364
90,145258483
91,145258568
92,145258610
93,145258698
94,145258726
95,145258795
96,145258852
97,145258920
98,145258983
99,145259027
100,145259089
101,145259160
102,145259228
103,145259272
104,145259341
105,145259401
106,145259452
107,145259523
108,145259580
109,145259628
110,145259690
111,145259760
112,145259809
113,145259862
114,145259957
115,145259997
116,145260062
117,145260106
118,145260179
119,145260240
120,145260300
121,145260367
122,145260426
123,145260479
124,145260545
125,145260600
126,145260673
127,145260707
128,145260771
129,145260839
130,145260901
131,145260952
132,145261033
133,145261078
134,145261140
135,145261201
136,145261261
137,145261335
138,145261382
139,145261435
140,145261498
141,145261561
142,145261611
143,145261680
144,145261730
145,145261798
146,145261842
147,145261935
148,145261986
149,145262034
150,145262100
151,145262159
152,145262205
153,145262291
154,145262347
155,145262372
156,145262441
157,145262532
158,145262586
159,145262624
160,145262682
161,145262760
162,145262803
163,145262876
164,145262934
165,145263010
166,145263063
167,145263132
168,145263184
169,145263244
170,145263287
171,145263344
172,145263416
173,145263476
174,145263539
175,145263600
176,145263650
177,145263714
178,145263783
179,145263823
180,145263903
181,145263956
182,145264013
183,145264081
184,145264124
185,145264204
186,145264262
187,145264303
188,145264367
189,145264421
190,145264486
191,145264560
192,145264608
193,145264662
194,145264721
195,145264786
196,145264862
197,145264910
198,145264970
199,145265030
200,145265100
201,145265164
202,145265218
203,145265261
204,145265362
205,145265389
206,145265453
207,145265492
208,145265580
209,145265640
210,145265688
211,145265772
212,145265825
213,145265877
214,145265984
215,145266052
216,145266119
217,145266184
218,145266235
219,145266307
220,145266345
221,145266418
222,145266469
223,145266537
224,145266591
225,145266660
226,145266731
227,145266779
228,145266822
229,145266900
230,145266960
231,145267037
232,145267090
233,145267146
234,145267192
235,145267253
236,145267310
237,145267348
238,145267444
239,145267500
240,145267563
241,145267627
242,145267740
243,145267804
244,145267851
245,145267914
246,145267966
247,145268026
248,145268094
249,145268166
250,145268220
251,145268262
252,145268345
253,145268392
254,145268451
255,145268457
256,145268462
257,145268512
258,145268571
259,145268629
260,145268695
261,145268768
262,145268811
263,145268891
264,145268951
265,145268995
266,145269057
267,145269119
268,145269178
269,145269240
270,145269298
271,145269370
272,145269429
273,145269492
274,145269536
275,145269596
276,145269671
277,145269711
278,145269772
279,145269836
280,145269896
281,145269954
282,145270016
283,145270053
284,145270123
285,145270190
286,145270258
287,145270311
288,145270389
289,145270426
290,145270483
291,145270571
292,145270628
293,145270702
294,145270738
295,145270785
296,145270855
297,145270904
298,145270969
299,145271030
300,145271087
301,145271151
302,145271227
303,145271283
304,145271332
305,145271394
306,145271437
307,145271520
308,145271584
309,145271649
310,145271683
311,145271751
312,145271811
313,145271879
314,145271927
315,145271994
316,145272065
317,145272118
318,145272171
319,145272229
320,145272287
321,145272355
322,145272422
323,145272461
324,145272527
325,145272591
326,145272643
327,145272724
328,145272774
329,145272840
330,145272902
331,145272955
332,145273034
333,145273082
334,145273128
335,145273186
336,145273264
337,145273327
338,145273376
339,145273439
340,145273481
341,145273562
342,145273604
343,145273655
344,145273749
345,145273802
346,145273867
347,145273900
348,145273976
349,145274050
350,145274086
351,145274155
352,145274216
353,145274284
354,145274347
355,145274390
356,145274457
357,145274519
358,145274579
359,145274644
360,145274697
361,145274764
362,145274822
363,145274865
364,145274940
365,145274982
366,145275055
367,145275107
368,145275184
369,145275236
370,145275299
371,145275355
372,145275418
373,145275464
374,145275527
375,145275592
376,145275640
377,145275715
378,145275773
379,145275852
380,145275900
381,145275947
382,145276008
383,145276011
384,145276012
385,145276027
386,145276033
387,145276061
388,145276134
389,145276197
390,145276246
391,145276310
392,145276379
393,145276436
394,145276497
395,145276555
396,145276625
397,145276679
398,145276746
399,145276803
400,145276851
401,145276931
402,145276990
403,145277032
404,145277110
405,145277154
406,145277209
407,145277273
408,145277325
409,145277389
410,145277450
411,145277514
412,145277584
413,145277628
414,145277703
415,145277760
416,145277826
417,145277871
418,145277941
419,145277984
420,145278052
421,145278120
422,145278163
423,145278229
424,145278293
425,145278338
426,145278406
427,145278475
428,145278540
429,145278604
430,145278660
431,145278724
432,145278775
433,145278832
434,145278901
435,145278974
436,145279011
437,145279081
438,145279137
439,145279241
440,145279323
441,145279372
442,145279444
443,145279497
444,145279562
445,145279631
446,145279664
447,145279738
448,145279789
449,145279857
450,145279901
451,145279976
452,145280040
453,145280118
454,145280153
455,145280212
456,145280280
457,145280393
458,145280456
459,145280510
460,145280574
461,145280658
462,145280698
463,145280754
464,145280820
465,145280873
466,145280941
467,145281005
468,145281060
469,145281131
470,145281170
471,145281224
472,145281308
473,145281350
474,145281414
475,145281446
476,145281529
477,145281594
478,145281649
479,145281750
480,145281767
481,145281842
482,145281900
483,145281966
484,145282020
485,145282084
486,145282129
487,145282193
488,145282241
489,145282319
490,145282375
491,145282435
492,145282497
493,145282548
494,145282614
495,145282663
496,145282734
497,145282781
498,145282863
499,145282920
500,145282978
501,145283040
502,145283093
503,145283152
504,145283210
505,145283269
506,145283339
507,145283392
508,145283451
509,145283495
510,145283570
511,145283639
512,145283709
513,145283773
514,145283814
515,145283867
516,145283938
517,145284000
518,145284066
519,145284125
520,145284186
521,145284229
522,145284289
523,145284362
524,145284414
525,145284505
526,145284546
527,145284620
528,145284669
529,145284721
530,145284779
531,145284851
532,145284894
533,145284960
534,145285016
535,145285078
536,145285132
537,145285189
538,145285242
539,145285320
540,145285359
541,145285430
542,145285494
543,145285556
544,145285614
545,145285682
546,145285720
547,145285818
548,145285849
549,145285933
550,145285983
551,145286030
552,145286082
553,145286165
554,145286194
555,145286282
556,145286340
557,145286402
558,145286445
559,145286520
560,145286591
561,145286644
562,145286713
563,145286751
564,145286823
565,145286874
566,145286939
567,145286990
568,145287050
569,145287052
570,145287066
571,145287110
572,145287164
573,145287228
574,145287309
575,145287349
576,145287419
577,145287473
578,145287530
579,145287594
580,145287650
581,145287718
582,145287767
583,145287844
584,145287904
585,145287947
586,145288031
587,145288129
588,145288186
589,145288248
590,145288319
591,145288367
592,145288431
593,145288501
594,145288536
595,145288617
596,145288680
597,145288733
598,145288787
599,145288852
600,145288907
601,145288986
602,145289043
603,145289104
604,145289163
605,145289224
606,145289278
607,145289337
608,145289394
609,145289457
610,145289506
611,145289572
612,145289636
613,145289689
614,145289745
615,145289815
616,145289867
617,145289930
618,145289993
619,145290048
620,145290113
621,145290176
622,145290235
623,145290305
624,145290342
625,145290411
626,145290479
627,145290540
628,145290586
629,145290652
630,145290723
631,145290771
632,145290849
633,145290890
634,145290967
635,145291024
636,145291072
637,145291149
638,145291200
639,145291238
640,145291295
641,145291360
642,145291446
643,145291504
644,145291535
645,145291621
646,145291686
647,145291743
648,145291787
649,145291858
650,145291938
651,145291961
652,145292036
653,145292100
654,145292165
655,145292208
656,145292278
657,145292337
658,145292400
659,145292453
660,145292537
661,145292568
662,145292704
663,145292772
664,145292825
665,145292883
666,145292912
667,145293000
668,145293047
669,145293122
670,145293165
671,145293241
672,145293308
673,145293310
674,145293376
675,145293406
676,145293469
677,145293521
678,145293602
679,145293653
680,145293707
681,145293780
682,145293828
683,145293889
684,145293929
685,145293997
686,145294079
687,145294119
688,145294208
689,145294257
690,145294317
691,145294353
692,145294441
693,145294503
694,145294545
695,145294612
696,145294674
697,145294744
698,145294806
699,145294843
700,145294921
701,145294982
702,145295030
703,145295097
704,145295148
705,145295227
706,145295279
707,145295337
708,145295404
709,145295460
710,145295518
711,145295581
712,145295650
713,145295723
714,145295769
715,145295820
716,145295889
717,145295939
718,145296011
719,145296060
720,145296112
721,145296185
722,145296214
723,145296290
724,145296362
725,145296404
726,145296483
727,145296538
728,145296590
729,145296651
730,145296713
731,145296764
732,145296815
733,145296827
734,145296834
735,145296840
736,145296909
737,145296932
738,145297025
739,145297078
740,145297138
741,145297194
742,145297203
743,145297205
745,145297267
746,145297317
747,145297365
748,145297451
749,145297490
750,145297556
751,145297617
752,145297668
753,145297745
754,145297806
755,145297869
756,145297917
757,145297985
758,145298029
759,145298082
760,145298181
761,145298214
762,145298283
763,145298330
764,145298400
765,145298463
766,145298516
767,145298571
768,145298638
769,145298684
770,145298757
771,145298792
772,145298887
773,145298932
774,145298992
775,145299069
776,145299101
777,145299167
778,145299237
779,145299300
780,145299351
781,145299413
782,145299483
783,145299529
784,145299601
785,145299648
786,145299715
787,145299766
788,145299837
789,145299902
790,145299959
791,145300019
792,145300058
793,145300125
794,145300210
795,145300251
796,145300326
797,145300368
798,145300427
799,145300494
800,145300551
801,145300615
802,145300655
803,145300726
804,145300808
805,145300851
806,145300922
807,145300984
808,145301030
809,145301090
810,145301175
811,145301220
812,145301270
813,145301320
814,145301398
