,date,Error
0,145963620,145963639
1,145963680,145963686
2,145963740,145963742
3,145963800,145963784
4,145963860,145963860
5,145963920,145963919
6,145963980,145963981
7,145964040,145964036
8,145964100,145964101
9,145964160,145964158
10,145964220,145964209
11,145964280,145964290
12,145964340,145964350
13,145964400,145964419
14,145964460,145964462
15,145964520,145964518
16,145964580,145964577
17,145964640,145964627
18,145964700,145964711
19,145964760,145964751
20,145964820,145964811
21,145964880,145964880
22,145964940,145964956
23,145965000,145965004
24,145965060,145965052
25,145965120,145965115
26,145965180,145965188
27,145965240,145965240
28,145965300,145965295
29,145965360,145965360
30,145965420,145965429
31,145965480,145965501
32,145965540,145965530
33,145965600,145965596
34,145965660,145965654
35,145965720,145965698
36,145965780,145965773
37,145965840,145965832
38,145965900,145965913
39,145965960,145965960
40,145966020,145966006
41,145966080,145966088
42,145966140,145966139
43,145966200,145966185
44,145966260,145966257
45,145966320,145966317
46,145966380,145966374
47,145966440,145966442
48,145966500,145966480
49,145966560,145966560
50,145966620,145966632
51,145966680,145966690
52,145966740,145966753
53,145966800,145966813
54,145966860,145966876
55,145966920,145966911
56,145966980,145966990
57,145967040,145967024
58,145967100,145967096
59,145967160,145967143
60,145967220,145967232
61,145967280,145967295
62,145967340,145967340
63,145967400,145967419
64,145967460,145967456
65,145967520,145967523
66,145967580,145967583
67,145967640,145967632
68,145967700,145967706
69,145967760,145967781
70,145967820,145967812
71,145967880,145967890
72,145967940,145967940
73,145968000,145968019
74,145968060,145968066
75,145968120,145968128
76,145968180,145968188
77,145968240,145968244
78,145968300,145968289
79,145968360,145968375
80,145968420,145968409
81,145968480,145968484
82,145968540,145968548
83,145968600,145968594
84,145968660,145968663
85,145968720,145968733
86,145968780,145968781
87,145968840,145968834
88,145968900,145968873
89,145968960,145968953
90,145969020,145969017
91,145969080,145969077
92,145969140,145969133
93,145969200,145969205
94,145969260,145969257
95,145969320,145969320
96,145969380,145969388
97,145969440,145969434
98,145969500,145969499
99,145969560,145969583
100,145969620,145969630
101,145969680,145969670
102,145969740,145969741
103,145969800,145969807
104,145969860,145969874
105,145969920,145969923
106,145969980,145969977
107,145970040,145970035
108,145970100,145970108
109,145970160,145970165
110,145970220,145970217
111,145970280,145970280
112,145970340,145970338
113,145970400,145970409
114,145970460,145970456
115,145970520,145970526
116,145970580,145970590
117,145970640,145970646
118,145970700,145970694
119,145970760,145970775
120,145970820,145970816
121,145970880,145970886
122,145970940,145970935
123,145971000,145970985
124,145971060,145971064
125,145971120,145971124
126,145971180,145971181
127,145971240,145971244
128,145971300,145971296
129,145971360,145971355
130,145971420,145971420
131,145971480,145971501
