,date,Error
0,145253160,145253173
1,145253220,145253220
2,145253280,145253285
3,145253340,145253358
4,145253400,145253414
5,145253460,145253447
6,145253520,145253525
7,145253580,145253575
8,145253640,145253635
9,145253700,145253700
10,145253760,145253758
11,145253820,145253830
12,145253880,145253883
13,145253940,145253938
14,145254000,145254000
15,145254060,145254060
16,145254120,145254130
17,145254180,145254174
18,145254240,145254240
19,145254300,145254288
20,145254360,145254331
21,145254420,145254422
22,145254480,145254484
23,145254540,145254529
24,145254600,145254618
25,145254660,145254642
26,145254720,145254717
27,145254780,145254775
28,145254840,145254851
29,145254900,145254910
30,145254960,145254958
31,145255020,145255020
32,145255080,145255068
33,145255140,145255117
34,145255200,145255193
35,145255260,145255258
36,145255320,145255328
37,145255380,145255388
38,145255440,145255433
39,145255500,145255493
40,145255560,145255546
41,145255620,145255602
42,145255680,145255659
43,145255740,145255755
44,145255800,145255791
45,145255860,145255852
46,145255920,145255904
47,145255980,145255983
48,145256040,145256020
49,145256100,145256094
50,145256160,145256148
51,145256220,145256220
52,145256280,145256271
53,145256340,145256325
54,145256400,145256396
55,145256460,145256460
56,145256520,145256517
57,145256580,145256580
58,145256640,145256630
59,145256700,145256693
60,145256760,145256750
61,145256820,145256813
62,145256880,145256868
63,145256940,145256919
64,145257000,145256998
65,145257060,145257052
66,145257120,145257100
67,145257180,145257180
68,145257240,145257227
69,145257300,145257297
70,145257360,145257363
71,145257420,145257418
72,145257480,145257487
73,145257540,145257524
74,145257600,145257600
75,145257660,145257650
76,145257720,145257708
77,145257780,145257771
78,145257840,145257833
79,145257900,145257897
80,145257960,145257945
81,145258020,145258025
82,145258080,145258080
83,145258140,145258121
84,145258200,145258210
85,145258260,145258274
86,145258320,145258327
87,145258380,145258375
88,145258440,145258426
89,145258500,145258506
90,145258560,145258552
91,145258620,145258628
92,145258680,145258679
93,145258740,145258745
94,145258800,145258800
95,145258860,145258863
96,145258920,145258917
97,145258980,145258993
98,145259040,145259038
99,145259100,145259100
100,145259160,145259174
101,145259220,145259203
102,145259280,145259264
103,145259340,145259345
104,145259400,145259385
105,145259460,145259475
106,145259520,145259512
107,145259580,145259569
108,145259640,145259655
109,145259700,145259710
110,145259760,145259774
111,145259820,145259825
112,145259880,145259868
113,145259940,145259955
114,145260000,145259994
115,145260060,145260064
116,145260120,145260125
117,145260180,145260175
118,145260240,145260242
119,145260300,145260305
120,145260360,145260360
121,145260420,145260406
122,145260480,145260479
123,145260540,145260549
124,145260600,145260590
125,145260660,145260655
126,145260720,145260712
127,145260780,145260794
128,145260840,145260842
129,145260900,145260900
130,145260960,145260949
131,145261020,145261021
132,145261080,145261070
133,145261140,145261137
134,145261200,145261190
135,145261260,145261262
136,145261320,145261321
137,145261380,145261374
138,145261440,145261440
139,145261500,145261486
140,145261560,145261542
141,145261620,145261620
142,145261680,145261678
143,145261740,145261742
144,145261800,145261819
145,145261860,145261865
146,145261920,145261907
147,145261980,145261987
148,145262040,145262023
149,145262100,145262092
150,145262160,145262156
151,145262220,145262233
152,145262280,145262269
153,145262340,145262328
154,145262400,145262396
155,145262460,145262450
156,145262520,145262527
157,145262580,145262566
158,145262640,145262625
159,145262700,145262692
160,145262760,145262752
161,145262820,145262835
