,Date_Time,Error
0,10789416,10789416
1,10789452,10789454
2,10789488,10789484
3,10789524,10789527
4,10789560,10789558
5,10789596,10789589
6,10789632,10789629
7,10789668,10789670
8,10789704,10789705
9,10789740,10789735
10,10789776,10789779
11,10789812,10789812
12,10789848,10789850
13,10789884,10789885
14,10789920,10789915
15,10789956,10789957
16,10789992,10789989
17,10790028,10790035
18,10790064,10790067
19,10790100,10790100
20,10790136,10790132
21,10790172,10790172
22,10790208,10790208
23,10790244,10790238
24,10790280,10790291
25,10790316,10790317
26,10790352,10790360
27,10790388,10790383
28,10790424,10790432
29,10790460,10790454
30,10790496,10790493
31,10790532,10790534
32,10790568,10790568
33,10790604,10790593
34,10790640,10790635
35,10790676,10790680
36,10790712,10790722
37,10790748,10790752
38,10790784,10790783
39,10790820,10790823
40,10790856,10790851
41,10790892,10790894
42,10790928,10790922
43,10790964,10790964
44,10791000,10791000
45,10791036,10791040
46,10791072,10791071
47,10791108,10791114
48,10791144,10791144
49,10791180,10791184
50,10791216,10791219
51,10791252,10791243
52,10791288,10791288
53,10791324,10791324
54,10791360,10791357
55,10791396,10791396
56,10791432,10791425
57,10791468,10791470
58,10791504,10791506
59,10791540,10791541
60,10791576,10791588
61,10791612,10791613
62,10791648,10791648
63,10791684,10791681
64,10791720,10791721
65,10791756,10791752
66,10791792,10791798
67,10791828,10791825
68,10791864,10791864
69,10791900,10791909
70,10791936,10791941
71,10791972,10791973
72,10792008,10792014
73,10792044,10792044
74,10792080,10792083
75,10792116,10792116
76,10792152,10792148
77,10792188,10792190
78,10792224,10792228
79,10792260,10792259
80,10792296,10792291
81,10792332,10792330
82,10792368,10792357
83,10792404,10792401
84,10792440,10792435
85,10792476,10792486
86,10792512,10792510
87,10792548,10792541
88,10792584,10792588
89,10792620,10792620
90,10792656,10792656
91,10792692,10792692
92,10792728,10792729
93,10792764,10792763
94,10792800,10792804
95,10792836,10792838
96,10792872,10792870
97,10792908,10792908
98,10792944,10792940
99,10792980,10792981
100,10793016,10793019
101,10793052,10793055
102,10793088,10793091
103,10793124,10793124
104,10793160,10793167
105,10793196,10793195
106,10793232,10793232
107,10793268,10793267
108,10793304,10793304
109,10793340,10793339
110,10793376,10793386
111,10793412,10793414
112,10793448,10793440
113,10793484,10793482
114,10793520,10793513
115,10793556,10793560
116,10793592,10793598
117,10793628,10793626
118,10793664,10793667
119,10793700,10793699
120,10793736,10793738
121,10793772,10793780
122,10793808,10793807
123,10793844,10793838
124,10793880,10793883
125,10793916,10793918
126,10793952,10793955
127,10793988,10793993
128,10794024,10794021
129,10794060,10794051
130,10794096,10794101
131,10794132,10794130
132,10794168,10794162
133,10794204,10794199
134,10794240,10794245
135,10794276,10794276
136,10794312,10794313
137,10794348,10794352
138,10794384,10794381
139,10794420,10794415
140,10794456,10794452
141,10794492,10794487
142,10794528,10794527
143,10794564,10794560
144,10794600,10794600
145,10794636,10794634
146,10794672,10794672
147,10794708,10794711
148,10794744,10794751
149,10794780,10794787
150,10794816,10794816
151,10794852,10794853
152,10794888,10794886
153,10794924,10794929
154,10794960,10794967
155,10794996,10794994
156,10795032,10795035
157,10795068,10795067
158,10795104,10795104
159,10795140,10795140
160,10795176,10795174
161,10795212,10795216
162,10795248,10795241
163,10795284,10795281
164,10795320,10795320
165,10795356,10795351
166,10795392,10795393
167,10795428,10795421
168,10795464,10795464
169,10795500,10795493
170,10795536,10795536
171,10795572,10795574
172,10795608,10795619
173,10795644,10795649
174,10795680,10795688
175,10795716,10795716
176,10795752,10795762
177,10795788,10795787
178,10795824,10795823
179,10795860,10795854
180,10795896,10795897
181,10795932,10795937
182,10795968,10795965
183,10796004,10796003
184,10796040,10796038
185,10796076,10796075
186,10796112,10796110
187,10796148,10796142
188,10796184,10796190
189,10796220,10796211
190,10796256,10796252
191,10796292,10796293
192,10796328,10796333
193,10796364,10796363
194,10796400,10796399
195,10796436,10796436
196,10796472,10796471
197,10796508,10796512
198,10796544,10796542
199,10796580,10796576
200,10796616,10796614
201,10796652,10796652
202,10796688,10796694
203,10796724,10796731
204,10796760,10796759
205,10796796,10796789
206,10796832,10796826
207,10796868,10796878
208,10796904,10796902
209,10796940,10796942
210,10796976,10796985
211,10797012,10797009
212,10797048,10797048
213,10797084,10797082
214,10797120,10797115
215,10797156,10797159
216,10797192,10797197
217,10797228,10797219
218,10797264,10797268
219,10797300,10797299
220,10797336,10797336
221,10797372,10797372
222,10797408,10797402
223,10797444,10797443
224,10797480,10797476
225,10797516,10797525
226,10797552,10797562
227,10797588,10797588
228,10797624,10797619
229,10797660,10797665
230,10797696,10797696
231,10797732,10797740
232,10797768,10797777
233,10797804,10797812
234,10797840,10797839
235,10797876,10797872
236,10797912,10797909
237,10797948,10797948
238,10797984,10797980
239,10798020,10798025
240,10798056,10798059
