,Date_Time,Error
0,10789416,10789424
1,10789452,10789449
2,10789488,10789486
3,10789524,10789519
4,10789560,10789564
5,10789596,10789585
6,10789632,10789640
7,10789668,10789665
8,10789704,10789705
9,10789740,10789739
10,10789776,10789783
11,10789812,10789802
12,10789848,10789847
13,10789884,10789883
14,10789920,10789925
15,10789956,10789951
16,10789992,10789992
17,10790028,10790024
18,10790064,10790064
19,10790100,10790102
20,10790136,10790131
21,10790172,10790177
22,10790208,10790212
23,10790244,10790246
24,10790280,10790284
25,10790316,10790313
26,10790352,10790352
27,10790388,10790384
28,10790424,10790423
29,10790460,10790462
30,10790496,10790493
31,10790532,10790531
32,10790568,10790565
33,10790604,10790600
34,10790640,10790637
35,10790676,10790676
36,10790712,10790707
37,10790748,10790749
38,10790784,10790792
39,10790820,10790823
40,10790856,10790856
41,10790892,10790888
42,10790928,10790925
43,10790964,10790972
44,10791000,10791000
45,10791036,10791033
46,10791072,10791072
47,10791108,10791118
48,10791144,10791144
49,10791180,10791183
50,10791216,10791217
51,10791252,10791251
52,10791288,10791283
53,10791324,10791323
54,10791360,10791359
55,10791396,10791398
56,10791432,10791436
57,10791468,10791472
58,10791504,10791505
59,10791540,10791544
60,10791576,10791573
61,10791612,10791618
62,10791648,10791650
63,10791684,10791683
64,10791720,10791722
65,10791756,10791756
66,10791792,10791797
67,10791828,10791835
68,10791864,10791874
69,10791900,10791894
70,10791936,10791929
71,10791972,10791970
72,10792008,10792008
73,10792044,10792048
74,10792080,10792081
75,10792116,10792106
76,10792152,10792151
77,10792188,10792192
78,10792224,10792225
79,10792260,10792263
80,10792296,10792295
81,10792332,10792331
82,10792368,10792368
83,10792404,10792406
84,10792440,10792440
85,10792476,10792476
86,10792512,10792509
87,10792548,10792549
88,10792584,10792584
89,10792620,10792625
90,10792656,10792661
91,10792692,10792692
92,10792728,10792727
93,10792764,10792761
94,10792800,10792802
95,10792836,10792836
96,10792872,10792871
97,10792908,10792908
98,10792944,10792941
99,10792980,10792983
100,10793016,10793014
101,10793052,10793058
102,10793088,10793090
103,10793124,10793126
104,10793160,10793155
105,10793196,10793196
106,10793232,10793235
107,10793268,10793264
108,10793304,10793303
109,10793340,10793340
110,10793376,10793370
111,10793412,10793413
112,10793448,10793452
113,10793484,10793480
